L_ID,Section,Street,Address,Lat,Lng
104,25,崇德二十五街,東區-崇德二十五街,22.9653789,120.2288699
105,2,長榮路四段,北區-長榮路四段31巷,23.0035476,120.2224807
106,25,崇元一街,東區-崇元一街,22.962863,120.2268473
107,25,中華東路二段,東區-中華東路二段,22.9843439,120.232117
108,25,德東街,東區-德東街,22.9617073,120.2282508
109,25,中華東路二段,東區-中華東路二段,22.9843439,120.232117
110,2,開元路,北區-開元路,23.0076856,120.2208649
111,2,文成一路,北區-文成一路,23.0139576,120.2051627
112,25,龍山街,東區-龍山街,22.9825357,120.2222604
113,25,府連路,東區-府連路166巷,22.9849585,120.2118711
114,2,開元路,北區-開元路517號,23.0114178,120.2251728
115,25,東興路,東區-東興路,22.9947567,120.2296107
116,25,崇賢三路,東區-崇賢三路8號,22.9635836,120.2190065
117,25,德昌路,東區-德昌路,22.967143,120.2376492
118,25,崇元一街,東區-崇元一街,22.962863,120.2268473
119,3,國華街二段,中西區-國華街二段45號,22.9889804,120.1961809
120,25,德東街,東區-德東街,22.9617073,120.2282508
121,25,崇德三街,東區-崇德三街,22.9795611,120.2220899
122,2,長榮路五段,北區-長榮路五段,23.0128116,120.2163516
123,25,崇元一街,東區-崇元一街,22.962863,120.2268473
124,2,公園南路,北區-公園南路233巷,23.0019414,120.2052149
125,2,文成一路,北區-文成一路,23.0139576,120.2051627
126,2,海安路三段,北區-海安路三段,23.0100408,120.2000427
127,25,榮譽街,東區-榮譽街,22.9753398,120.2186392
128,2,長北街,北區-長北街,23.0020322,120.2044655
129,25,怡東路,東區-怡東路150巷,22.9949053,120.2286001
130,25,崇德三街,東區-崇德三街,22.9795611,120.2220899
131,25,利東街,東區-利東街,22.9694671,120.2359505
132,25,崇明二十二街,東區-崇明二十二街36號,22.9677267,120.2266044
133,3,健康路一段,中西區-健康路一段170巷1弄,22.9814705,120.2070744
134,25,崇善十二街,東區-崇善十二街56巷,22.9698484,120.2328931
135,25,育樂街,東區-育樂街57巷3號,22.9952694,120.2162725
136,2,文成一路,北區-文成一路88號,23.0141189,120.2058479
137,25,怡東路,東區-怡東路150巷,22.9949053,120.2286001
138,25,中華東路三段,東區-中華東路三段399巷,22.9733959,120.2203427
139,25,富農街一段,東區-富農街一段131巷,22.9818645,120.2346671
140,25,衛國街,東區-衛國街112巷8號,22.9861416,120.2217387
141,2,福德街,北區-福德街10號,23.0006373,120.2070728
142,3,民生路二段,中西區-民生路二段,22.9964383,120.1928398
1001,25,,"No. 110-1號, Dongping Rd, East District, Tainan City, Taiwan 70160",22.995402,120.2305418
1002,25,,"No. 129號, Shengli Rd, East District, Tainan City, Taiwan 701",22.9948946,120.2178468
1003,2,,"704, Taiwan, Tainan City, North District, 小東路187號",23.0002854,120.2274475
1004,25,,"No. 137, Shengli Rd, East District, Tainan City, Taiwan 701",22.9950207,120.2178204
1005,25,,"No. 188, Yule St, East District, Tainan City, Taiwan 701",22.9939847,120.2145907
1006,25,,"No. 20, Yule St, East District, Tainan City, Taiwan 701",22.9955376,120.2174894
1007,25,,"No. 55號, Yule St, East District, Tainan City, Taiwan 701",22.9954471,120.216406
1008,3,,"No. 192, Section 2, Shulin St, West Central District, Tainan City, Taiwan 700",22.9858235,120.2053706
1009,3,,"No. 61號, Qingnian Rd, West Central District, Tainan City, Taiwan 700",22.9922793,120.2071349
10010,25,,"701, Taiwan, Tainan City, East District, Shengli Rd, 93-1號copy2090789@gmail.com2樓",22.9921067,120.217699
10011,25,,"No. 93號, Yule St, East District, Tainan City, Taiwan 701",22.9956414,120.2155633
10012,25,,"No. 8號, Yuzhong Rd, East District, Tainan City, Taiwan 701",22.9891028,120.2412574
10013,25,,"No. 500號, Chongming Rd, East District, Tainan City, Taiwan 701",22.9736688,120.2236534
10014,25,,"No. 173號, Shengli Rd, East District, Tainan City, Taiwan 701",22.9958074,120.2180867
10015,25,,"No. 477, Qingnian Rd, East District, Tainan City, Taiwan 701",22.9913035,120.2174167
10016,25,,"No. 223號, Section 1, Dongmen Rd, East District, Tainan City, Taiwan 701",22.9874986,120.2167534
10017,25,,"No. 6號, Shengli Rd, East District, Tainan City, Taiwan 701",22.9875722,120.2176656
10018,25,,"No. 167號, Shengli Rd, East District, Tainan City, Taiwan 701",22.9957086,120.2179748
10019,3,,"No. 253號, Section 1, Fuqian Rd, West Central District, Tainan City, Taiwan 700",22.9893385,120.2027223
10020,2,,"No. 226, Chenggong Rd, North District, Tainan City, Taiwan 704",22.9991801,120.203131
10021,25,,"No. 181號, Shengli Rd, East District, Tainan City, Taiwan 701",22.9960389,120.2180092
10022,3,,"No. 27號, Chenggong Rd, West Central District, Tainan City, Taiwan 700",22.9974924,120.2095859
10023,25,,"No. 97之1號, Yule St, East District, Tainan City, Taiwan 701",22.9956571,120.2154087
10024,25,,"701, Taiwan, Tainan City, East District, 大學路西段11號",22.9962144,120.2178764
10025,1,,"No. 108, Section 2, Datong Rd, South District, Tainan City, Taiwan 702",22.9800769,120.2123646
10026,25,,"No. 161, Shengli Rd, East District, 台灣省 Taiwan 701",22.9955743,120.2180739
10027,25,,"70146, Taiwan, Tainan City, East District, 大學路西段21號",22.9962646,120.2176525
10028,22,,"No. 5號, Fuxing Rd, Yongkang District, Tainan City, Taiwan 710",22.9984179,120.2503186
10029,25,,"701, Taiwan, Tainan City, East District, 大學路西段23號",22.9962746,120.2175855
10030,1,,"No. 30, Guomin Rd, South District, Tainan City, Taiwan 702",22.9675537,120.2146494
10031,25,,"No. 131, Shengli Rd, East District, Tainan City, Taiwan 701",22.9949377,120.217855
10032,3,,"No. 2號, Lane 52, Kaishan Rd, West Central District, Tainan City, Taiwan 700",22.9908285,120.2061234
10033,25,,"No. 57號, Lide 8th Rd, East District, Tainan City, Taiwan 701",22.9769887,120.2155093
10034,25,,"No. 88號, Dongping Rd, East District, Tainan City, Taiwan 701",22.9953791,120.2310697
10035,22,,"No. 3號, Fuxing Rd, Yongkang District, Tainan City, Taiwan 710",22.9984951,120.2504428
10036,3,,"700, Taiwan, Tainan City, West Central District, Nanmen Rd, 46-5號1樓",22.985308,120.203931
10037,22,,"710, Taiwan, Tainan City, Yongkang District",22.9989966,120.252561
10038,22,,"710, Taiwan, Tainan City, Yongkang District, Dawan Rd, 1050號號",22.9989854,120.2523808
10039,31,,"No. 173號, Section 1, Erren Rd, Rende District, Tainan City, Taiwan 717",22.9208454,120.2247676
10040,25,,"No. 2號, Alley 11, Lane 2, Chongdewu St, East District, Tainan City, Taiwan 701",22.9755816,120.2266851
10041,25,,"No. 331號, Section 2, Zhonghua E Rd, East District, Tainan City, Taiwan 701",22.9816791,120.2302166
10042,25,,"No. 90, Chongming 7th St, East District, Tainan City, Taiwan 701",22.9794651,120.2191317
10043,25,,"No. 62號, Huaien St, East District, Tainan City, Taiwan 701",22.9895717,120.2178847
10044,22,,"No. 35, Fuxing Rd, Yongkang District, Tainan City, Taiwan 710",22.9983341,120.2495378
10045,25,,"No. 256號, Dong'an Rd, East District, Tainan City, Taiwan 701",22.9967066,120.2274698
10046,31,,"No. 471號, Section 3, Wenhua Rd, Rende District, Tainan City, Taiwan 717",22.971416,120.2433256
10047,25,,"No. 23號, Lane 148, Yule St, East District, Tainan City, Taiwan 701",22.9957402,120.2139076
10048,25,,"No. 125號, Changrong Rd Section 3, East District, Tainan City, Taiwan 701",22.995261,120.2217166
10049,25,,"No. 31號, Lane 40, Section 1, Funong St, East District, Tainan City, Taiwan 701",22.9784414,120.2351823
10050,25,,"No. 470, Section 3, Zhonghua E Rd, East District, Tainan City, Taiwan 70167",22.9733524,120.2182048
10051,22,,"No. 947號, Dawan Rd, Yongkang District, Tainan City, Taiwan 710",22.9990071,120.2533683
10052,22,,"No. 12號, Nantai St, Yongkang District, Tainan City, Taiwan 710",23.022423,120.224042
10053,3,,"No. 18號, Qingnian Rd, West Central District, Tainan City, Taiwan 700",22.99227,120.2062156
10054,1,,"No. 253, Section 2, Jiankang Rd, South District, Tainan City, Taiwan 702",22.9815343,120.1902677
10055,3,,"No. 3號, Lane 152, Section 2, Yongfu Rd, West Central District, Tainan City, Taiwan 700",22.994325,120.2025749
10056,25,,"701, Taiwan, Tainan City, East District, Dongrong St, 1-3號號",22.991042,120.21545
10057,25,,"No. 301, Section 1, Dongmen Rd, East District, Tainan City, Taiwan 701",22.9868256,120.2187234
10058,3,,"No. 302, Section 1, Fuqian Rd, West Central District, 台灣省 Taiwan 700",22.9902026,120.1990548
10059,25,,"No. 95號, Chongming 10th St, East District, Tainan City, Taiwan 701",22.9769053,120.2220898
10060,25,,"No. 825號 號, Chongshan Rd, East District, Tainan City, Taiwan 701",22.9672208,120.232118
10061,25,,"No. 129號, Shengli Rd, East District, Tainan City, Taiwan 701",22.9948946,120.2178468
10062,3,,"No. 192, Section 2, Shulin St, West Central District, Tainan City, Taiwan 700",22.9858235,120.2053706
10063,25,,"No. 20, Yule St, East District, Tainan City, Taiwan 701",22.9955376,120.2174894
10064,22,,"No. 12號, Nantai St, Yongkang District, Tainan City, Taiwan 710",23.022423,120.224042
10065,25,,"No. 181號, Shengli Rd, East District, Tainan City, Taiwan 701",22.9960389,120.2180092
10066,2,,"704, Taiwan, Tainan City, North District, 小東路187號",23.0002854,120.2274475
10067,25,,"No. 173號, Shengli Rd, East District, Tainan City, Taiwan 701",22.9958074,120.2180867
10068,25,,"No. 167號, Shengli Rd, East District, Tainan City, Taiwan 701",22.9957086,120.2179748
10069,22,,"No. 947號, Dawan Rd, Yongkang District, Tainan City, Taiwan 710",22.9990071,120.2533683
10070,25,,"No. 500號, Chongming Rd, East District, Tainan City, Taiwan 701",22.9736688,120.2236534
10071,2,,"No. 153號, Section 4, Ximen Road, North District, Tainan City, Taiwan 704",23.0094908,120.2076167
10072,1,,"No. 253, Section 2, Jiankang Rd, South District, Tainan City, Taiwan 702",22.9815343,120.1902677
10073,22,,"710, Taiwan, Tainan City, Yongkang District",22.9989966,120.252561
10074,25,,"No. 6號, Shengli Rd, East District, Tainan City, Taiwan 701",22.9875722,120.2176656
10075,1,,"No. 39號, Lane 484, Section 1, Jinhua Rd, South District, Tainan City, Taiwan 702",22.972569,120.1917648
10076,3,,"No. 27號, Chenggong Rd, West Central District, Tainan City, Taiwan 700",22.9974924,120.2095859
10077,25,,"70146, Taiwan, Tainan City, East District, 大學路西段21號",22.9962646,120.2176525
10078,2,,"No. 650號, Daxing St, North District, Tainan City, Taiwan 704",23.0074659,120.1782156
10079,25,,"No. 57號, Lide 8th Rd, East District, Tainan City, Taiwan 701",22.9769887,120.2155093
10080,3,,"No. 2號, Lane 52, Kaishan Rd, West Central District, Tainan City, Taiwan 700",22.9908285,120.2061234
10081,22,,"No. 2, Xinggong Rd, Yongkang District, 台灣省 Taiwan 710",23.0453892,120.2734588
10082,3,,"No. 11號, Lane 83, Nanning St, West Central District, Tainan City, Taiwan 700",22.9845959,120.1984979
10083,12,,"No. 29號, Gongye 6th Rd, Annan District, Tainan City, Taiwan 709015",23.0387516,120.1381154
10084,3,,"700, Taiwan, Tainan City, West Central District, Zhongshan Rd, 162號GF樓",22.9954246,120.2099223
10085,2,,"No. 310號, Section 2, Lin'an Rd, North District, Tainan City, Taiwan 704",23.0046614,120.2032966
10086,3,,"No. 658號, Section 1, Ximen Rd, West Central District, Tainan City, Taiwan 700",22.9869358,120.1982502
10087,2,,"No. 8號, Section 4, Hewei Rd, North District, Tainan City, Taiwan 704",23.0100177,120.1936728
10088,2,,"No. 1號, Section 3, Ximen Rd, North District, Tainan City, Taiwan 704",22.9998841,120.2012261
10089,3,,"No. 658-1號, Section 1, Ximen Rd, West Central District, Tainan City, Taiwan 700",22.9873348,120.1982835
10090,2,,"702, Taiwan, 台灣省台南市 南區健康路一段391巷9號4樓",22.9810411,120.1996352
10091,3,,"No. 192, Section 2, Shulin St, West Central District, Tainan City, Taiwan 700",22.9858235,120.2053706
10092,3,,"No. 61號, Qingnian Rd, West Central District, Tainan City, Taiwan 700",22.9922793,120.2071349
10093,25,,"No. 129號, Shengli Rd, East District, Tainan City, Taiwan 701",22.9948946,120.2178468
10094,25,,"No. 188, Yule St, East District, Tainan City, Taiwan 701",22.9939847,120.2145907
10095,3,,"No. 253號, Section 1, Fuqian Rd, West Central District, Tainan City, Taiwan 700",22.9893385,120.2027223
10096,25,,"No. 55號, Yule St, East District, Tainan City, Taiwan 701",22.9954471,120.216406
10097,25,,"No. 137, Shengli Rd, East District, Tainan City, Taiwan 701",22.9950207,120.2178204
10098,25,,"No. 93號, Yule St, East District, Tainan City, Taiwan 701",22.9956414,120.2155633
10099,25,,"701, Taiwan, Tainan City, East District, Shengli Rd, 93-1號copy2090789@gmail.com2樓",22.9921067,120.217699
100100,2,,"No. 226, Chenggong Rd, North District, Tainan City, Taiwan 704",22.9991801,120.203131
100101,3,,"No. 27號, Chenggong Rd, West Central District, Tainan City, Taiwan 700",22.9974924,120.2095859
100102,25,,"No. 20, Yule St, East District, Tainan City, Taiwan 701",22.9955376,120.2174894
100103,25,,"No. 110-1號, Dongping Rd, East District, Tainan City, Taiwan 70160",22.995402,120.2305418
100104,2,,"704, Taiwan, Tainan City, North District, 小東路187號",23.0002854,120.2274475
100105,1,,"No. 108, Section 2, Datong Rd, South District, Tainan City, Taiwan 702",22.9800769,120.2123646
100106,25,,"No. 173號, Shengli Rd, East District, Tainan City, Taiwan 701",22.9958074,120.2180867
100107,25,,"No. 477, Qingnian Rd, East District, Tainan City, Taiwan 701",22.9913035,120.2174167
100108,25,,"No. 223號, Section 1, Dongmen Rd, East District, Tainan City, Taiwan 701",22.9874986,120.2167534
100109,3,,"No. 2號, Lane 52, Kaishan Rd, West Central District, Tainan City, Taiwan 700",22.9908285,120.2061234
100110,3,,"700, Taiwan, Tainan City, West Central District, Nanmen Rd, 46-5號1樓",22.985308,120.203931
100111,25,,"No. 6號, Shengli Rd, East District, Tainan City, Taiwan 701",22.9875722,120.2176656
100112,3,,"700, Taiwan, Tainan City, West Central District, Section 2, Minsheng Rd, 198號YMCA隔壁",22.9964361,120.1936173
100113,25,,"No. 181號, Shengli Rd, East District, Tainan City, Taiwan 701",22.9960389,120.2180092
100114,25,,"No. 97之1號, Yule St, East District, Tainan City, Taiwan 701",22.9956571,120.2154087
100115,25,,"No. 167號, Shengli Rd, East District, Tainan City, Taiwan 701",22.9957086,120.2179748
100116,3,,"No. 302, Section 1, Fuqian Rd, West Central District, 台灣省 Taiwan 700",22.9902026,120.1990548
100117,25,,"No. 500號, Chongming Rd, East District, Tainan City, Taiwan 701",22.9736688,120.2236534
100118,2,,"No. 650號, Daxing St, North District, Tainan City, Taiwan 704",23.0074659,120.1782156
100119,25,,"No. 161, Shengli Rd, East District, 台灣省 Taiwan 701",22.9955743,120.2180739
100120,25,,"No. 57號, Lide 8th Rd, East District, Tainan City, Taiwan 701",22.9769887,120.2155093
100121,3,,"No. 122號, Section 2, Fuqian Rd, West Central District, Tainan City, Taiwan 700",22.9912391,120.1948741
100122,1,,"No. 253, Section 2, Jiankang Rd, South District, Tainan City, Taiwan 702",22.9815343,120.1902677
100123,3,,"No. 3號, Lane 152, Section 2, Yongfu Rd, West Central District, Tainan City, Taiwan 700",22.994325,120.2025749
100124,25,,"70146, Taiwan, Tainan City, East District, 大學路西段21號",22.9962646,120.2176525
100125,25,,"No. 8號, Yuzhong Rd, East District, Tainan City, Taiwan 701",22.9891028,120.2412574
100126,3,,"No. 91號, Xihe Rd, West Central District, Tainan City, Taiwan 700",23.0005288,120.1887954
100127,25,,"701, Taiwan, Tainan City, East District, 大學路西段11號",22.9962144,120.2178764
100128,25,,"No. 131, Shengli Rd, East District, Tainan City, Taiwan 701",22.9949377,120.217855
100129,3,,"No. 348號, Guoping Rd, Anping District, Tainan City, Taiwan 708",22.9928289,120.1713958
100130,25,,"No. 23號, Lane 148, Yule St, East District, Tainan City, Taiwan 701",22.9957402,120.2139076
100131,25,,"No. 90, Chongming 7th St, East District, Tainan City, Taiwan 701",22.9794651,120.2191317
100132,22,,"No. 12號, Nantai St, Yongkang District, Tainan City, Taiwan 710",23.022423,120.224042
100133,3,,"No. 18號, Qingnian Rd, West Central District, Tainan City, Taiwan 700",22.99227,120.2062156
100134,3,,"No. 66號, Dayong St, West Central District, Tainan City, Taiwan 70056",22.9899864,120.1932597
100135,1,,"No. 30, Guomin Rd, South District, Tainan City, Taiwan 702",22.9675537,120.2146494
100136,1,,"No. 39號, Lane 484, Section 1, Jinhua Rd, South District, Tainan City, Taiwan 702",22.972569,120.1917648
100137,3,,"No. 81號, Heshan St, West Central District, Tainan City, Taiwan 700",23.0019134,120.1900869
100138,25,,"701, Taiwan, Tainan City, East District, Dongrong St, 1-3號號",22.991042,120.21545
100139,3,,"No. 263號, Chenggong Rd, West Central District, Tainan City, Taiwan 70042",22.9992124,120.2021149
100140,22,,"No. 18, Nantai St, Yongkang District, Tainan City, Taiwan 710",23.022419,120.223925
100141,1,,"No. 256號, Xinxing Rd, South District, Tainan City, Taiwan 702",22.9761889,120.1921582
100142,2,,"No. 308號, Wenxian 1st Rd, North District, Tainan City, Taiwan 704",23.0117963,120.1953979
100143,25,,"No. 62號, Huaien St, East District, Tainan City, Taiwan 701",22.9895717,120.2178847
100144,3,,"70048, Taiwan, Tainan City, West Central District, Section 2, Ximen Rd, 120號1樓",22.9934984,120.1989863
100145,2,,"No. 355, Wenxian Rd, North District, Tainan City, Taiwan 704",23.0075271,120.1934598
100146,25,,"No. 125號, Changrong Rd Section 3, East District, Tainan City, Taiwan 701",22.995261,120.2217166
100147,3,,"No. 109號, Lane 69, Wusheng Rd, West Central District, Tainan City, Taiwan 700",23.0032653,120.1906231
100148,25,,"No. 256號, Dong'an Rd, East District, Tainan City, Taiwan 701",22.9967066,120.2274698
100149,3,,"708, Taiwan, Tainan City, Anping District, Qingping Rd, 557號1樓",22.9974192,120.1705221
100150,3,,"No. 81, Weimin St, West Central District, Tainan City, Taiwan 700",22.9929017,120.2094627
3001,11,,"""七股區鹽埕里鹽埕69號""","""23.15375""","""120.10398"""
3002,39,,"""中山路二段77號""","""23.23306""","""120.26170"""
3003,39,,"""水池街9號""","""23.23920""","""120.26188"""
3004,39,,"""營前街16號南側""","""23.22972""","""120.26345"""
3005,39,,"""博愛街32號西側""","""23.23582""","""120.25789"""
3006,39,,"""中山路一段170號""","""23.23557""","""120.26426"""
3007,39,,"""中山路一段318號""","""23.23762""","""120.26816"""
3008,43,,"""大內區石湖里石子瀨357號東側""","""23.12280""","""120.35395"""
3009,24,,"""山上區山上里山上11-8號""","""23.09707""","""120.35986"""
30010,24,,"""山上區新莊里新庄59-18號""","""23.08897""","""120.35868"""
30011,24,,"""山上區南洲里南洲43號""","""23.10130""","""120.35557"""
30012,24,,"""山上區南洲里南洲325號""","""23.10316""","""120.35278"""
30013,3,,"""民生路二段416號旁""","""22.99781""","""120.18759"""
30014,3,,"""海安路二段297號前""","""22.99841""","""120.19767"""
30015,3,,"""海安路二段90號對側""","""22.99461""","""120.19644"""
30016,3,,"""赤嵌街9號(對側人行道)""","""22.99752""","""120.20227"""
30017,3,,"""公園路/公園路175巷(西北側)""","""22.99715""","""120.20639"""
30018,3,,"""和意路/永福路一段233巷口(東南側)""","""22.98840""","""120.19852"""
30019,3,,"""府前路一段與永福路二段口""","""22.99013""","""120.20049"""
30020,3,,"""開山路129號(對側人行道)""","""22.98844""","""120.20793"""
30021,3,,"""友愛街(臺灣文學館後門)""","""22.99111""","""120.20392"""
30022,3,,"""健康路一段170巷12號(對側人行道)""","""22.98198""","""120.20708"""
30023,3,,"""中山路125號前""","""22.99601""","""120.20977"""
30024,3,,"""湖美二街/西湖街口""","""23.00385""","""120.18189"""
30025,3,,"""海安路二段193號(對側人行道)""","""22.99671""","""120.19705"""
30026,3,,"""金華路三段/中正路口""","""22.99374""","""120.19335"""
30027,3,,"""萬昌街87號(對側)""","""22.99115""","""120.21043"""
30028,3,,"""府前路二段/府前一街口""","""22.99219""","""120.18871"""
30029,3,,"""民權路四段/頂美二街口""","""22.99921""","""120.18458"""
30030,3,,"""中正路347號旁""","""22.99327""","""120.19438"""
30031,3,,"""友愛街115巷5號對側""","""22.99098""","""120.19957"""
30032,3,,"""海安路一段211號東側""","""22.99308""","""120.19592"""
30033,3,,"""海安路一段186號西側""","""22.99123""","""120.19560"""
30034,3,,"""西賢一街178號西側""","""23.00250""","""120.17756"""
30035,3,,"""湖美街60巷30號東側""","""23.00137""","""120.18126"""
30036,3,,"""文祥街258號東側""","""23.00055""","""120.18790"""
30037,3,,"""西華南街122號對側""","""22.99706""","""120.21000"""
30038,3,,"""華平路770號西側""","""22.99949""","""120.17576"""
30039,3,,"""和緯路五段59巷22號東側""","""23.00562""","""120.18531"""
30040,3,,"""西賢一街187巷99號西側""","""23.00372""","""120.17547"""
30041,3,,"""南門路83號對側""","""22.98920""","""120.20452"""
30042,3,,"""開山路317號西側""","""22.98500""","""120.21089"""
30043,3,,"""南門路159-4號西側""","""22.98640""","""120.20419"""
30044,3,,"""和緯路五段307號對側""","""23.00529""","""120.17903"""
30045,3,,"""武聖路83號""","""23.00583""","""120.19141"""
30046,3,,"""金華新路/大涼路口(西北側停車場)""","""22.99448""","""120.18859"""
30047,3,,"""大埔街97號""","""22.98719""","""120.20713"""
30048,31,,"""臺南都會公園(文華路二段)""","""22.93732""","""120.22319"""
30049,31,,"""奇美博物館文賢路停車場""","""22.93625""","""120.22868"""
